"","id","firstname","surname","bornCountryCode","diedCountryCode","gender","year","category","motivation"
"397",837,"Jack W.","Szostak","GB","","male",2009,"medicine","""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase"""
"398",314,"John James Rickard","Macleod","GB","GB","male",1923,"medicine","""for the discovery of insulin"""
"399",313,"Frederick Grant","Banting","CA","CA","male",1923,"medicine","""for the discovery of insulin"""
"400",919,"Takaaki","Kajita","JP","","male",2015,"physics","""for the discovery of neutrino oscillations, which shows that neutrinos have mass"""
"401",920,"Arthur B.","McDonald","CA","","male",2015,"physics","""for the discovery of neutrino oscillations, which shows that neutrinos have mass"""
"402",39,"Erwin","Schr_dinger","AT","AT","male",1933,"physics","""for the discovery of new productive forms of atomic theory"""
"403",40,"Paul Adrien Maurice","Dirac","GB","US","male",1933,"physics","""for the discovery of new productive forms of atomic theory"""
"404",339,"Sir Alexander","Fleming","GB","GB","male",1945,"medicine","""for the discovery of penicillin and its curative effect in various infectious diseases"""
"405",340,"Ernst Boris","Chain","DE","IE","male",1945,"medicine","""for the discovery of penicillin and its curative effect in various infectious diseases"""
"406",341,"Sir Howard Walter","Florey","AU","GB","male",1945,"medicine","""for the discovery of penicillin and its curative effect in various infectious diseases"""
"407",867,"Dan","Shechtman","IL","","male",2011,"chemistry","""for the discovery of quasicrystals"""
"408",416,"Hamilton O.","Smith","US","","male",1978,"medicine","""for the discovery of restriction enzymes and their application to problems of molecular genetics"""
"409",415,"Daniel","Nathans","US","US","male",1978,"medicine","""for the discovery of restriction enzymes and their application to problems of molecular genetics"""
"410",414,"Werner","Arber","CH","","male",1978,"medicine","""for the discovery of restriction enzymes and their application to problems of molecular genetics"""
"411",866,"Adam G.","Riess","US","","male",2011,"physics","""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae"""
"412",864,"Saul","Perlmutter","US","","male",2011,"physics","""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae"""
"413",865,"Brian P.","Schmidt","US","","male",2011,"physics","""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae"""
"414",334,"Gerhard","Domagk","PL","DE","male",1939,"medicine","""for the discovery of the antibacterial effects of prontosil"""
"415",102,"Aage Niels","Bohr","DK","DK","male",1975,"physics","""for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection"""
"416",103,"Ben Roy","Mottelson","US","","male",1975,"physics","""for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection"""
"417",104,"Leo James","Rainwater","US","US","male",1975,"physics","""for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection"""
"418",50,"Wolfgang","Pauli","AT","CH","male",1945,"physics","""for the discovery of the Exclusion Principle, also called the Pauli Principle"""
"419",826,"Yoichiro","Nambu","JP","JP","male",2008,"physics","""for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics"""
"420",41,"James","Chadwick","GB","GB","male",1935,"physics","""for the discovery of the neutron"""
"421",828,"Toshihide","Maskawa","JP","","male",2008,"physics","""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature"""
"422",827,"Makoto","Kobayashi","JP","","male",2008,"physics","""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature"""
"423",342,"Hermann Joseph","Muller","US","","male",1946,"medicine","""for the discovery of the production of mutations by means of X-ray irradiation"""
"424",126,"Klaus","von Klitzing","PL","","male",1985,"physics","""for the discovery of the quantized Hall effect"""
"425",236,"Lars","Onsager","NO","US","male",1968,"chemistry","""for the discovery of the reciprocal relations bearing his name, which are fundamental for the thermodynamics of irreversible processes"""
"426",333,"Corneille Jean François","Heymans","BE","BE","male",1938,"medicine","""for the discovery of the role played by the sinus and aortic mechanisms in the regulation of respiration"""
"427",172,"Victor","Grignard","FR","FR","male",1912,"chemistry","""for the discovery of the so-called Grignard reagent, which in recent years has greatly advanced the progress of organic chemistry"""
"428",147,"Martin L.","Perl","US","US","male",1995,"physics","""for the discovery of the tau lepton"""
"429",780,"Avram","Hershko","HU","","male",2004,"chemistry","""for the discovery of ubiquitin-mediated protein degradation"""
"430",779,"Aaron","Ciechanover","IL","","male",2004,"chemistry","""for the discovery of ubiquitin-mediated protein degradation"""
"431",781,"Irwin","Rose","US","US","male",2004,"chemistry","""for the discovery of ubiquitin-mediated protein degradation"""
"432",116,"James Watson","Cronin","US","US","male",1980,"physics","""for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons"""
"433",117,"Val Logsdon","Fitch","US","US","male",1980,"physics","""for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons"""
"434",769,"Peter","Agre","US","","male",2003,"chemistry","""for the discovery of water channels"""
"435",874,"Sir John B.","Gurdon","GB","","male",2012,"medicine","""for the discovery that mature cells can be reprogrammed to become pluripotent"""
"436",875,"Shinya","Yamanaka","JP","","male",2012,"medicine","""for the discovery that mature cells can be reprogrammed to become pluripotent"""
"437",461,"GÙnter","Blobel","PL","","male",1999,"medicine","""for the discovery that proteins have intrinsic signals that govern their transport and localization in the cell"""
"438",633,"Ivo","Andric","BA","RS","male",1961,"literature","""for the epic force with which he has traced themes and depicted human destinies drawn from the history of his country"""
"439",644,"Aleksandr Isayevich","Solzhenitsyn","RU","RU","male",1970,"literature","""for the ethical force with which he has pursued the indispensable traditions of Russian literature"""
"440",289,"Jens C.","Skou","DK","","male",1997,"chemistry","""for the first discovery of an ion-transporting enzyme, Na+, K+ -ATPase"""
"441",592,"Jacinto","Benavente","ES","ES","male",1922,"literature","""for the happy manner in which he has continued the illustrious traditions of the Spanish drama"""
"442",652,"Saul","Bellow","CA","US","male",1976,"literature","""for the human understanding and subtle analysis of contemporary culture that are combined in his work"""
"443",47,"Ernest Orlando","Lawrence","US","US","male",1939,"physics","""for the invention and development of the cyclotron and for results obtained with it, especially with regard to artificial radioactive elements"""
"444",51,"Percy Williams","Bridgman","US","US","male",1946,"physics","""for the invention of an apparatus to produce extremely high pressures, and for the discoveries he made therewith in the field of high pressure physics"""
"445",840,"George E.","Smith","US","","male",2009,"physics","""for the invention of an imaging semiconductor circuit - the CCD sensor"""
"446",839,"Willard S.","Boyle","CA","CA","male",2009,"physics","""for the invention of an imaging semiconductor circuit - the CCD sensor"""
"447",907,"Hiroshi","Amano","JP","","male",2014,"physics","""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources"""
"448",906,"Isamu","Akasaki","JP","","male",2014,"physics","""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources"""
"449",908,"Shuji","Nakamura","JP","","male",2014,"physics","""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources"""
"450",74,"Donald Arthur","Glaser","US","US","male",1960,"physics","""for the invention of the bubble chamber"""
"451",135,"Norman F.","Ramsey","US","US","male",1989,"physics","""for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocks"""
"452",132,"Leon M.","Lederman","US","","male",1988,"physics","""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino"""
"453",134,"Jack","Steinberger","DE","","male",1988,"physics","""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino"""
"454",133,"Melvin","Schwartz","US","US","male",1988,"physics","""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino"""
"455",608,"Eugene Gladstone","O'Neill","US","US","male",1936,"literature","""for the power, honesty and deep-felt emotions of his dramatic works, which embody an original concept of tragedy"""
"456",614,"Johannes Vilhelm","Jensen","DK","DK","male",1944,"literature","""for the rare strength and fertility of his poetic imagination with which is combined an intellectual curiosity of wide scope and a bold, freshly creative style"""
"457",679,"Paul A.","Samuelson","US","US","male",1970,"economics","""for the scientific work through which he has developed static and dynamic economic theory and actively contributed to raising the level of analysis in economic science"""
"458",185,"Adolf Otto Reinhold","Windaus","DE","DE","male",1928,"chemistry","""for the services rendered through his research into the constitution of the sterols and their connection with the vitamins"""
"459",631,"Saint-John","Perse","GP","FR","male",1960,"literature","""for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time"""
"460",606,"Ivan Alekseyevich","Bunin","RU","FR","male",1933,"literature","""for the strict artistry with which he has carried on the classical Russian traditions in prose writing"""
"461",177,"Fritz","Haber","PL","CH","male",1918,"chemistry","""for the synthesis of ammonia from its elements"""
"462",887,"François","Englert","BE","","male",2013,"physics","""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider"""
"463",888,"Peter W.","Higgs","GB","","male",2013,"physics","""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider"""
"464",882,"Alvin E.","Roth","US","","male",2012,"economics","""for the theory of stable allocations and the practice of market design"""
"465",883,"Lloyd S.","Shapley","US","US","male",2012,"economics","""for the theory of stable allocations and the practice of market design"""
"466",744,"George A.","Akerlof","US","","male",2001,"economics","""for their analyses of markets with asymmetric information"""
"467",746,"Joseph E.","Stiglitz","US","","male",2001,"economics","""for their analyses of markets with asymmetric information"""
"468",745,"A. Michael","Spence","US","","male",2001,"economics","""for their analyses of markets with asymmetric information"""
"469",857,"Dale T.","Mortensen","US","US","male",2010,"economics","""for their analysis of markets with search frictions"""
"470",856,"Peter A.","Diamond","US","","male",2010,"economics","""for their analysis of markets with search frictions"""
"471",858,"Christopher A.","Pissarides","CY","","male",2010,"economics","""for their analysis of markets with search frictions"""
"472",118,"Nicolaas","Bloembergen","NL","","male",1981,"physics","""for their contribution to the development of laser spectroscopy"""
"473",119,"Arthur Leonard","Schawlow","US","US","male",1981,"physics","""for their contribution to the development of laser spectroscopy"""
"474",243,"William H.","Stein","US","US","male",1972,"chemistry","""for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule"""
"475",242,"Stanford","Moore","US","US","male",1972,"chemistry","""for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule"""
"476",222,"Frederick","Sanger","GB","GB","male",1980,"chemistry","""for their contributions concerning the determination of base sequences in nucleic acids"""
"477",255,"Walter","Gilbert","US","","male",1980,"chemistry","""for their contributions concerning the determination of base sequences in nucleic acids"""
"478",265,"Yuan T.","Lee","TW","","male",1986,"chemistry","""for their contributions concerning the dynamics of chemical elementary processes"""
"479",264,"Dudley R.","Herschbach","US","","male",1986,"chemistry","""for their contributions concerning the dynamics of chemical elementary processes"""
"480",266,"John C.","Polanyi","DE","","male",1986,"chemistry","""for their contributions concerning the dynamics of chemical elementary processes"""
"481",787,"Edward C.","Prescott","US","","male",2004,"economics","""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles"""
"482",786,"Finn E.","Kydland","NO","","male",2004,"economics","""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles"""
"483",792,"John L.","Hall","US","","male",2005,"physics","""for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique"""
"484",793,"Theodor W.","H_nsch","DE","","male",2005,"physics","""for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique"""
"485",237,"Derek H. R.","Barton","GB","US","male",1969,"chemistry","""for their contributions to the development of the concept of conformation and its application in chemistry"""
"486",238,"Odd","Hassel","NO","NO","male",1969,"chemistry","""for their contributions to the development of the concept of conformation and its application in chemistry"""
"487",686,"Leonid Vitaliyevich","Kantorovich","RU","RU","male",1975,"economics","""for their contributions to the theory of optimum allocation of resources"""
"488",687,"Tjalling C.","Koopmans","NL","US","male",1975,"economics","""for their contributions to the theory of optimum allocation of resources"""
"489",113,"Sheldon Lee","Glashow","US","","male",1979,"physics","""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current"""
"490",115,"Steven","Weinberg","US","","male",1979,"physics","""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current"""
"491",114,"Abdus","Salam","PK","GB","male",1979,"physics","""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current"""
"492",124,"Carlo","Rubbia","IT","CH","male",1984,"physics","""for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction"""
"493",125,"Simon","van der Meer","NL","CH","male",1984,"physics","""for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction"""
"494",129,"Heinrich","Rohrer","CH","CH","male",1986,"physics","""for their design of the scanning tunneling microscope"""
"495",128,"Gerd","Binnig","DE","","male",1986,"physics","""for their design of the scanning tunneling microscope"""
"496",267,"Donald J.","Cram","US","US","male",1987,"chemistry","""for their development and use of molecules with structure-specific interactions of high selectivity"""
"497",268,"Jean-Marie","Lehn","FR","","male",1987,"chemistry","""for their development and use of molecules with structure-specific interactions of high selectivity"""
"498",269,"Charles J.","Pedersen","KR","US","male",1987,"chemistry","""for their development and use of molecules with structure-specific interactions of high selectivity"""
"499",59,"Edward Mills","Purcell","US","US","male",1952,"physics","""for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith"""
"500",58,"Felix","Bloch","CH","CH","male",1952,"physics","""for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith"""
"501",757,"Koichi","Tanaka","JP","","male",2002,"chemistry","""for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules"""
"502",756,"John B.","Fenn","US","US","male",2002,"chemistry","""for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules"""
"503",253,"Georg","Wittig","DE","DE","male",1979,"chemistry","""for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis"""
"504",252,"Herbert C.","Brown","GB","US","male",1979,"chemistry","""for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis"""
"505",916,"William C.","Campbell","IE","","male",2015,"medicine","""for their discoveries concerning a novel therapy against infections caused by roundworm parasites"""
"506",917,"Satoshi","&#332;mura","JP","","male",2015,"medicine","""for their discoveries concerning a novel therapy against infections caused by roundworm parasites"""
"507",381,"Andr_","Lwoff","FR","FR","male",1965,"medicine","""for their discoveries concerning genetic control of enzyme and virus synthesis"""
"508",382,"Jacques","Monod","FR","FR","male",1965,"medicine","""for their discoveries concerning genetic control of enzyme and virus synthesis"""
"509",380,"François","Jacob","FR","FR","male",1965,"medicine","""for their discoveries concerning genetic control of enzyme and virus synthesis"""
"510",750,"Sydney","Brenner","ZA","","male",2002,"medicine","""for their discoveries concerning genetic regulation of organ development and programmed cell death'"""
"511",752,"John E.","Sulston","GB","","male",2002,"medicine","""for their discoveries concerning genetic regulation of organ development and programmed cell death'"""
"512",751,"H. Robert","Horvitz","US","","male",2002,"medicine","""for their discoveries concerning genetic regulation of organ development and programmed cell death'"""
"513",421,"George D.","Snell","US","US","male",1980,"medicine","""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions"""
"514",419,"Baruj","Benacerraf","VE","US","male",1980,"medicine","""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions"""
"515",420,"Jean","Dausset","FR","ES","male",1980,"medicine","""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions"""
"516",361,"Werner","Forssmann","DE","DE","male",1956,"medicine","""for their discoveries concerning heart catheterization and pathological changes in the circulatory system"""
"517",360,"Andr_ Fr_d_ric","Cournand","FR","US","male",1956,"medicine","""for their discoveries concerning heart catheterization and pathological changes in the circulatory system"""
"518",362,"Dickinson W.","Richards","US","US","male",1956,"medicine","""for their discoveries concerning heart catheterization and pathological changes in the circulatory system"""
"519",424,"Torsten N.","Wiesel","SE","","male",1981,"medicine","""for their discoveries concerning information processing in the visual system"""
"520",423,"David H.","Hubel","CA","US","male",1981,"medicine","""for their discoveries concerning information processing in the visual system"""
"521",328,"William Parry","Murphy","US","US","male",1934,"medicine","""for their discoveries concerning liver therapy in cases of anaemia"""
"522",327,"George Richards","Minot","US","US","male",1934,"medicine","""for their discoveries concerning liver therapy in cases of anaemia"""
"523",326,"George Hoyt","Whipple","US","US","male",1934,"medicine","""for their discoveries concerning liver therapy in cases of anaemia"""
"524",765,"Sir Peter","Mansfield","GB","","male",2003,"medicine","""for their discoveries concerning magnetic resonance imaging"""
"525",764,"Paul C.","Lauterbur","US","US","male",2003,"medicine","""for their discoveries concerning magnetic resonance imaging"""
"526",410,"D. Carleton","Gajdusek","US","NO","male",1976,"medicine","""for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases"""
"527",409,"Baruch S.","Blumberg","US","US","male",1976,"medicine","""for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases"""
"528",458,"Robert F.","Furchgott","US","US","male",1998,"medicine","""for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system"""
"529",460,"Ferid","Murad","US","","male",1998,"medicine","""for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system"""
"530",459,"Louis J.","Ignarro","US","","male",1998,"medicine","""for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system"""
"531",80,"J. Hans D.","Jensen","DE","DE","male",1963,"physics","""for their discoveries concerning nuclear shell structure"""
"532",442,"Joseph E.","Murray","US","US","male",1990,"medicine","""for their discoveries concerning organ and cell transplantation in the treatment of human disease"""
"533",443,"E. Donnall","Thomas","US","US","male",1990,"medicine","""for their discoveries concerning organ and cell transplantation in the treatment of human disease"""
"534",401,"Konrad","Lorenz","AT","AT","male",1973,"medicine","""for their discoveries concerning organization and elicitation of individual and social behaviour patterns"""
"535",400,"Karl","von Frisch","AT","DE","male",1973,"medicine","""for their discoveries concerning organization and elicitation of individual and social behaviour patterns"""
"536",402,"Nikolaas","Tinbergen","NL","GB","male",1973,"medicine","""for their discoveries concerning organization and elicitation of individual and social behaviour patterns"""
"537",427,"John R.","Vane","GB","GB","male",1982,"medicine","""for their discoveries concerning prostaglandins and related biologically active substances"""
"538",426,"Bengt I.","Samuelsson","SE","","male",1982,"medicine","""for their discoveries concerning prostaglandins and related biologically active substances"""
"539",425,"Sune K.","Bergstr_m","SE","SE","male",1982,"medicine","""for their discoveries concerning prostaglandins and related biologically active substances"""
"540",447,"Edwin G.","Krebs","US","US","male",1992,"medicine","""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism"""
"541",446,"Edmond H.","Fischer","CN","","male",1992,"medicine","""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism"""
"542",722,"Arvid","Carlsson","SE","","male",2000,"medicine","""for their discoveries concerning signal transduction in the nervous system"""
"543",723,"Paul","Greengard","US","","male",2000,"medicine","""for their discoveries concerning signal transduction in the nervous system"""
"544",724,"Eric R.","Kandel","AT","","male",2000,"medicine","""for their discoveries concerning signal transduction in the nervous system"""
"545",861,"Bruce A.","Beutler","US","","male",2011,"medicine","""for their discoveries concerning the activation of innate immunity"""
"546",862,"Jules A.","Hoffmann","LU","","male",2011,"medicine","""for their discoveries concerning the activation of innate immunity"""
"547",398,"Gerald M.","Edelman","US","US","male",1972,"medicine","""for their discoveries concerning the chemical structure of antibodies"""
"548",399,"Rodney R.","Porter","GB","GB","male",1972,"medicine","""for their discoveries concerning the chemical structure of antibodies"""
"549",444,"Erwin","Neher","DE","","male",1991,"medicine","""for their discoveries concerning the function of single ion channels in cells"""
"550",445,"Bert","Sakmann","DE","","male",1991,"medicine","""for their discoveries concerning the function of single ion channels in cells"""
"551",452,"Edward B.","Lewis","US","US","male",1995,"medicine","""for their discoveries concerning the genetic control of early embryonic development"""
"552",454,"Eric F.","Wieschaus","US","","male",1995,"medicine","""for their discoveries concerning the genetic control of early embryonic development"""
"553",396,"Julius","Axelrod","US","US","male",1970,"medicine","""for their discoveries concerning the humoral transmittors in the nerve terminals and the mechanism for their storage, release and inactivation"""
"554",394,"Sir Bernard","Katz","DE","GB","male",1970,"medicine","""for their discoveries concerning the humoral transmittors in the nerve terminals and the mechanism for their storage, release and inactivation"""
"555",395,"Ulf","von Euler","SE","SE","male",1970,"medicine","""for their discoveries concerning the humoral transmittors in the nerve terminals and the mechanism for their storage, release and inactivation"""
"556",406,"David","Baltimore","US","","male",1975,"medicine","""for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell"""
"557",407,"Renato","Dulbecco","IT","US","male",1975,"medicine","""for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell"""
"558",408,"Howard Martin","Temin","US","US","male",1975,"medicine","""for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell"""
"559",376,"Alan Lloyd","Hodgkin","GB","GB","male",1963,"medicine","""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane"""
"560",375,"Sir John Carew","Eccles","AU","CH","male",1963,"medicine","""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane"""
"561",377,"Andrew Fielding","Huxley","GB","GB","male",1963,"medicine","""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane"""
"562",378,"Konrad","Bloch","PL","US","male",1964,"medicine","""for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism"""
"563",379,"Feodor","Lynen","DE","DE","male",1964,"medicine","""for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism"""
"564",372,"Francis Harry Compton","Crick","GB","US","male",1962,"medicine","""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material"""
"565",373,"James Dewey","Watson","US","","male",1962,"medicine","""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material"""
"566",374,"Maurice Hugh Frederick","Wilkins","NZ","GB","male",1962,"medicine","""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material"""
"567",412,"Andrew V.","Schally","LT","","male",1977,"medicine","""for their discoveries concerning the peptide hormone production of the brain"""
"568",411,"Roger","Guillemin","FR","","male",1977,"medicine","""for their discoveries concerning the peptide hormone production of the brain"""
"569",387,"George","Wald","US","US","male",1967,"medicine","""for their discoveries concerning the primary physiological and chemical visual processes in the eye"""
"570",386,"Haldan Keffer","Hartline","US","US","male",1967,"medicine","""for their discoveries concerning the primary physiological and chemical visual processes in the eye"""
"571",385,"Ragnar","Granit","FI","SE","male",1967,"medicine","""for their discoveries concerning the primary physiological and chemical visual processes in the eye"""
"572",433,"Joseph L.","Goldstein","US","","male",1985,"medicine","""for their discoveries concerning the regulation of cholesterol metabolism"""
"573",432,"Michael S.","Brown","US","","male",1985,"medicine","""for their discoveries concerning the regulation of cholesterol metabolism"""
"574",393,"Salvador E.","Luria","IT","US","male",1969,"medicine","""for their discoveries concerning the replication mechanism and the genetic structure of viruses"""
"575",392,"Alfred D.","Hershey","US","US","male",1969,"medicine","""for their discoveries concerning the replication mechanism and the genetic structure of viruses"""
"576",391,"Max","DelbrÙck","DE","US","male",1969,"medicine","""for their discoveries concerning the replication mechanism and the genetic structure of viruses"""
"577",455,"Peter C.","Doherty","AU","","male",1996,"medicine","""for their discoveries concerning the specificity of the cell mediated immune defence"""
"578",456,"Rolf M.","Zinkernagel","CH","","male",1996,"medicine","""for their discoveries concerning the specificity of the cell mediated immune defence"""
"579",404,"Christian","de Duve","GB","BE","male",1974,"medicine","""for their discoveries concerning the structural and functional organization of the cell"""
"580",403,"Albert","Claude","BE","BE","male",1974,"medicine","""for their discoveries concerning the structural and functional organization of the cell"""
"581",405,"George E.","Palade","RO","US","male",1974,"medicine","""for their discoveries concerning the structural and functional organization of the cell"""
"582",212,"Edwin Mattison","McMillan","US","US","male",1951,"chemistry","""for their discoveries in the chemistry of the transuranium elements"""
"583",213,"Glenn Theodore","Seaborg","US","US","male",1951,"chemistry","""for their discoveries in the chemistry of the transuranium elements"""
"584",229,"Giulio","Natta","IT","IT","male",1963,"chemistry","""for their discoveries in the field of the chemistry and technology of high polymers"""
"585",228,"Karl","Ziegler","DE","DE","male",1963,"chemistry","""for their discoveries in the field of the chemistry and technology of high polymers"""
"586",903,"John","O'Keefe","US","","male",2014,"medicine","""for their discoveries of cells that constitute a positioning system in the brain"""
"587",905,"Edvard I.","Moser","NO","","male",2014,"medicine","""for their discoveries of cells that constitute a positioning system in the brain"""
"588",434,"Stanley","Cohen","US","","male",1986,"medicine","""for their discoveries of growth factors"""
"589",437,"Sir James W.","Black","GB","","male",1988,"medicine","""for their discoveries of important principles for drug treatment"""
"590",439,"George H.","Hitchings","US","US","male",1988,"medicine","""for their discoveries of important principles for drug treatment"""
"591",736,"Tim","Hunt","GB","","male",2001,"medicine","""for their discoveries of key regulators of the cell cycle"""
"592",737,"Sir Paul M.","Nurse","GB","","male",2001,"medicine","""for their discoveries of key regulators of the cell cycle"""
"593",735,"Leland H.","Hartwell","US","","male",2001,"medicine","""for their discoveries of key regulators of the cell cycle"""
"594",885,"Randy W.","Schekman","US","","male",2013,"medicine","""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells"""
"595",884,"James E.","Rothman","US","","male",2013,"medicine","""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells"""
"596",886,"Thomas C.","SÙdhof","DE","","male",2013,"medicine","""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells"""
"597",774,"Richard","Axel","US","","male",2004,"medicine","""for their discoveries of odorant receptors and the organization of the olfactory system"""
"598",812,"Sir Martin J.","Evans","GB","","male",2007,"medicine","""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells"""
"599",813,"Oliver","Smithies","GB","","male",2007,"medicine","""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells"""
"600",811,"Mario R.","Capecchi","IT","","male",2007,"medicine","""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells"""
"601",448,"Richard J.","Roberts","GB","","male",1993,"medicine","""for their discoveries of split genes"""
"602",449,"Phillip A.","Sharp","US","","male",1993,"medicine","""for their discoveries of split genes"""
"603",324,"Edgar Douglas","Adrian","GB","GB","male",1932,"medicine","""for their discoveries regarding the functions of neurons"""
"604",323,"Sir Charles Scott","Sherrington","GB","GB","male",1932,"medicine","""for their discoveries regarding the functions of neurons"""
"605",331,"Otto","Loewi","DE","US","male",1936,"medicine","""for their discoveries relating to chemical transmission of nerve impulses"""
"606",330,"Sir Henry Hallett","Dale","GB","GB","male",1936,"medicine","""for their discoveries relating to chemical transmission of nerve impulses"""
"607",338,"Herbert Spencer","Gasser","US","US","male",1944,"medicine","""for their discoveries relating to the highly differentiated functions of single nerve fibres"""
"608",337,"Joseph","Erlanger","US","US","male",1944,"medicine","""for their discoveries relating to the highly differentiated functions of single nerve fibres"""
"609",350,"Tadeus","Reichstein","PL","CH","male",1950,"medicine","""for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects"""
"610",349,"Edward Calvin","Kendall","US","US","male",1950,"medicine","""for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects"""
"611",351,"Philip Showalter","Hench","US","JM","male",1950,"medicine","""for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects"""
"612",211,"Kurt","Alder","PL","DE","male",1950,"chemistry","""for their discovery and development of the diene synthesis"""
"613",210,"Otto Paul Hermann","Diels","DE","DE","male",1950,"chemistry","""for their discovery and development of the diene synthesis"""
"614",156,"Horst L.","St_rmer","DE","","male",1998,"physics","""for their discovery of a new form of quantum fluid with fractionally charged excitations"""
"615",157,"Daniel C.","Tsui","CN","","male",1998,"physics","""for their discovery of a new form of quantum fluid with fractionally charged excitations"""
"616",155,"Robert B.","Laughlin","US","","male",1998,"physics","""for their discovery of a new form of quantum fluid with fractionally charged excitations"""
